packet_count,byte_count,packets_per_sec,bytes_per_sec,mean_packet_size,packet_size_variation,mean_inter_arrival_time,inter_arrival_variation,burst_count,max_burst_size,burst_packet_fraction,destination_fan_out,destination_port_fan_out,label
128.3067932117604,181658.9216126835,39.89394020367237,38491.130225416375,716.9512873941695,414.56871272263515,0.0749025571250771,0.14610369478084842,33.56415608430172,21.58964111937916,0.7461180100215459,9.509907503987684,22.025582665923842,1
27.820095319307985,19108.91445797019,2.9584425452330825,1389.1109639035622,584.4833816183105,95.35260039708382,1.4720688822399925,0.625908007846454,9.431874010433955,3.2198344945882797,0.18037861994996263,1.4979248519134114,2.1266476616050194,0
31.741695163067085,23114.171494783885,3.907762451741563,1493.100083880796,705.4318893202909,57.69511754706278,1.494723050184041,0.8030426168937633,10.146080493747027,4.306100042350886,0.38614887072336684,1.762007439789836,2.5680592909865267,0
161.78739207158452,172664.12155377137,37.64220269765008,47911.12438841629,989.9408242062386,485.3358514162261,0.16210097906165663,0.1250354090295823,32.85854635874221,25.135041979786525,0.764665182927446,9.433232405857975,24.180587613218137,1
23.986783054545903,17741.26846099115,2.7942701554304277,1840.0469501113225,665.4909049235014,82.76827581584887,1.6049655305607626,0.9299896195612598,8.956984075300237,5.0595218021706,0.2926103124946738,1.2650158629319932,2.3495284803337473,0
204.04965134898055,154214.39572266405,50.493737174902954,49658.352684584665,977.4465018149745,427.51184994364354,0.17930591380499966,0.13281510165758645,37.404217955805834,26.341034581614156,0.6622157401773723,7.811993587863771,23.644505583103278,1
24.64069887324532,17337.399070340474,2.169678783232622,1659.5544614548742,532.2587081047855,74.88042602027474,1.6744259550728056,1.0865860125614106,6.687162909567473,5.523012265121511,0.3538196341953898,1.3525403664546063,1.9636066170287136,0
39.33720224998159,17039.180085636912,2.2632313384190685,1495.462682953555,432.2932315021477,76.59587995362082,1.0916027132153405,0.5532980944774843,4.0479707716905935,4.323017430625462,0.3954731581550254,0.8443229416873778,0.7752503642847792,0
30.46498473445679,14470.33089003874,2.6002255386626167,2092.474234077271,596.9282155271128,99.0259268428806,1.4392750676367958,0.7604128145055112,10.553363095467082,5.027075241580231,0.22841883153278564,2.1506384603942714,2.289931513160018,0
34.171703588438774,17081.264940656354,2.929861715819117,2465.556141734144,599.3141478991365,114.81887407551136,1.367355610375936,0.8701024082696219,7.018304996650217,4.963967981073174,0.3549986501161225,1.3587142373254488,2.1417441087904994,0
30.0957734503872,21091.417072527754,3.1845338263696363,1683.370904775032,654.5706676212595,112.94048985615123,1.9163358774316535,0.9345742841355973,5.755439040285872,11.628088114597997,0.2541074305062463,1.31409854824044,1.5100775640400006,0
29.61861494112597,14338.750523534107,2.9783197989558983,1402.0903333297692,616.8120980552677,46.3712357360118,1.775012739464978,0.9498469531197675,8.560856504507237,5.849799183465889,0.3833041023627992,0.5175008313709235,1.2322260723111653,0
166.41798516420107,175238.29446104894,39.78756752320254,45186.02427784142,727.2048830132705,484.23470399103763,0.15709827364842094,0.1333868635516719,32.2190183990008,27.458901458631942,0.878588875028028,7.6909925426223635,34.9327469177112,1
22.390915365501748,21836.934922674613,2.560179368374299,1913.140070064172,508.18689202334184,79.6875652885688,1.6388184092477345,1.0272747915231164,10.7081402066216,7.880285537554482,0.3667135187022303,0.886917940818552,2.926635558646717,0
159.1065887558147,142984.2503657932,31.889673623386898,52040.45606694936,1027.3628257070825,574.5291027554853,0.19740825350653202,0.12204450740805864,29.182301713444495,34.958958965505715,0.7446717547524415,5.601152369147485,19.24794945169564,1
181.79442541570768,198056.356905707,61.18375402778774,45345.49688868627,887.7527744677595,532.1196775473984,0.1516462894728915,0.12295013580399629,40.50210682105964,35.463750709907295,0.6614296751035648,8.103099977824831,24.91802144143604,1
228.8621115838933,207758.77214667428,48.289349551820976,41855.703305324845,1267.5534872704961,441.87610783109045,0.11517952310792945,0.08339260542239152,29.825620771711442,28.179573779164773,0.8612321186493055,9.826370847517891,30.755348918427018,1
153.1053470877471,206677.3631681115,39.758229189460735,37589.573258655466,920.9992896008479,389.2140582257129,0.17157311389167487,0.15354502833470524,25.478484613211922,28.54611752903267,0.801139510379417,8.164387269147877,29.166277848306095,1
23.457935706750106,17461.86261518313,2.876122986070619,1445.8464103173465,573.908379550923,60.43014653327392,0.7230031087623198,0.9005327053906135,6.377250067293151,7.9566591371378665,0.25799006117924383,0.7102008101393208,2.8313367607906756,0
147.39663160485122,169032.25424160637,50.89686887232815,48104.90384284531,1238.9598075437134,449.6757258708178,0.08239724107603615,0.11174224786076359,36.04436293647819,28.246954862823884,0.9129962841352037,7.504774777040572,17.82076350028056,1
29.107600421316295,19035.77830062769,2.944422959458006,1448.3864515655011,610.6756827696875,60.925991550622456,1.1794208869808622,0.8659004030167777,7.580043587257955,7.794724763544677,0.4032425653563467,1.8673356669232344,2.2251666364542424,0
32.0395107505893,14292.151875853655,2.058319398664139,2358.6258408725243,653.4545788679789,53.916114053422966,1.5657083006489712,0.9283892672527649,8.362585312783677,9.37091811554916,0.3984623312910708,0.01,1.796860166203034,0
149.36173879001026,196040.04006296382,57.53926213279629,43560.45764873156,810.5926213752763,289.91040438338644,0.16042169786975072,0.08251937335944719,48.053473553827516,41.70801767952635,0.8181041034571006,8.970923403194172,24.410436287743916,1
212.8078989482839,173892.16270295726,30.525056721496473,40565.40093596987,1065.0982345161644,374.2573985013712,0.07166018681766781,0.10666719529484302,22.758866739904413,31.62721098794678,0.7679140414216229,8.120534405994318,31.483283281126013,1
152.35223625065618,166101.87368986075,41.84069986969631,28789.570582250504,1079.5692806879551,424.2614964132645,0.16836976867881012,0.10742318321044474,52.989636460756735,21.713576820949513,0.7253552436250209,9.410410886303728,36.79233870475073,1
28.45792560964011,13193.247721499094,2.6954791368674402,2234.077943180615,637.2530122537033,30.861224292499926,1.489484546493553,1.0796336182644262,12.25309627390087,6.842529958177167,0.3747441850239601,0.8798971660071355,1.4097299882227463,0
